eval_id,query,doc_id,score,rank
81,통학 버스의 가치에 대해 말해줘.,0a32a2c9-a3fe-4e23-b5ce-f5b3b1dd6f44,0.31396484375,7
81,통학 버스의 가치에 대해 말해줘.,cbc9e7e0-7bc2-4dfe-8446-e9e319cdfc82,0.312255859375,8
81,통학 버스의 가치에 대해 말해줘.,cdc1554f-e985-4e17-926d-80d582297af2,0.309814453125,9
81,통학 버스의 가치에 대해 말해줘.,ea75d841-6ddc-467b-91bf-87890710557e,0.30615234375,10
280,Dmitri Ivanovsky가 누구야?,38686456-b993-4cbb-af0d-1c53df2f3e12,0.6689453125,1
280,Dmitri Ivanovsky가 누구야?,1ee32c21-0178-4442-90dc-51792a0c3c98,0.328369140625,2
280,Dmitri Ivanovsky가 누구야?,0308ebd3-2b11-460b-9952-8fcba86da7cb,0.272705078125,3
280,Dmitri Ivanovsky가 누구야?,1ed4b694-06c7-4eed-b209-7481153d4a0f,0.26416015625,4
280,Dmitri Ivanovsky가 누구야?,bf529b60-26c1-4400-985d-984229ca7c77,0.257080078125,5
280,Dmitri Ivanovsky가 누구야?,262a3b5e-0dd8-4765-99f6-41a307dc7ec8,0.2529296875,6
280,Dmitri Ivanovsky가 누구야?,a74566e3-1727-4528-8bc3-61e8ec3ca352,0.25146484375,7
280,Dmitri Ivanovsky가 누구야?,a17703ef-5bf7-4b46-a5fa-044ff8e4c2ae,0.247314453125,8
280,Dmitri Ivanovsky가 누구야?,e532908f-6658-4128-9076-a00c590b98ec,0.2459716796875,9
280,Dmitri Ivanovsky가 누구야?,bfe2b959-8941-4cbc-aad7-8fbcbb42f3cc,0.2408447265625,10
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,99a07643-8479-4d34-9de8-68627854f458,0.472412109375,1
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,d89e78ba-71e3-4200-8049-89f0d13285a9,0.45263671875,2
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,e007e8db-08b9-43d4-92f9-7943ef123ed1,0.3896484375,3
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,ef65e423-24ed-4500-9f3b-7be65c027f72,0.355712890625,4
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,93c91ff9-641a-4117-bf83-6327d3e382eb,0.349365234375,5
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,0a6daded-a757-471b-9f2c-daba0aa78e59,0.34716796875,6
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,c22486fa-d9be-46ad-9537-88624b8081e4,0.338623046875,7
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,8b13cd29-d595-42a9-a75e-2e73b52d11cb,0.337646484375,8
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,fc4c67f7-42e0-435d-8183-5a85ae18610f,0.330810546875,9
10,피임을 하기 위한 방법중 약으로 처리하는 방법은 쓸만한가?,93fb1b5b-1f85-4fe2-b8d2-0f64cb18bd7e,0.320068359375,10
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,93bf6502-405f-4084-8b14-170f5dc2cba6,0.57275390625,1
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,d9ce8432-f72e-4253-9735-98318a6f9f7f,0.5654296875,2
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,0b713c10-54fb-409f-9c3b-5d3bfe85f8fd,0.53759765625,3
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,49b2beab-b08d-479b-bc98-309c29911e03,0.53173828125,4
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,55e0da86-4c2a-4d22-b3bb-666f36f6a6fe,0.48779296875,5
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,1f6fdb14-381a-4e01-94c3-e0fa6402afae,0.4873046875,6
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,2799c61e-5d2c-4c3f-b4a4-d58ffdee9f92,0.48046875,7
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,8b993611-0f15-4262-9cc9-76d6e66aa832,0.447265625,8
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,33b1421e-e53c-4fc7-b040-dd9ff4ae82be,0.4453125,9
100,헬륨이 다른 원소들과 반응을 잘 안하는 이유는?,44f69544-13b1-4c54-95b3-e74dcd2da245,0.4404296875,10
279,문맹 비율이 사회 발전에 미치는 영향은?,0f0dd1ae-a36c-4c97-9785-4698400c67b1,0.66357421875,1
279,문맹 비율이 사회 발전에 미치는 영향은?,de1ab247-9d48-48f7-8499-31606f53c108,0.65673828125,2
279,문맹 비율이 사회 발전에 미치는 영향은?,dfc7b80f-8f85-4388-a54a-61310aa9811c,0.486328125,3
279,문맹 비율이 사회 발전에 미치는 영향은?,b782c2de-0398-423b-8bc0-fc296ed74e4a,0.42724609375,4
279,문맹 비율이 사회 발전에 미치는 영향은?,8d342424-597d-4113-a8cf-1ed998b51b07,0.4267578125,5
279,문맹 비율이 사회 발전에 미치는 영향은?,a657f965-b53d-4f8a-a8bb-4b37af70cc5e,0.39794921875,6
279,문맹 비율이 사회 발전에 미치는 영향은?,deeefc52-4cdb-4aa3-acac-9652a8c055df,0.39697265625,7
279,문맹 비율이 사회 발전에 미치는 영향은?,d566c853-2088-425d-b81b-22ac7c4f7d8e,0.383544921875,8
279,문맹 비율이 사회 발전에 미치는 영향은?,cd10f153-19ae-4fc0-89f0-78442f57aa49,0.38232421875,9
279,문맹 비율이 사회 발전에 미치는 영향은?,04653c79-289e-4fff-912b-56e89cacce89,0.38232421875,10
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,4b49f3a2-32c9-4b2e-89c4-4719f98e7a74,0.677734375,1
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,2e91a956-a24a-4d0c-8a9a-7aeadba95ad9,0.373291015625,2
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,e181b15e-d1a2-445e-8867-2bc0b6a0ae65,0.317138671875,3
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,37e16b51-c4f1-4a4e-8cb9-ec0eba7f1db6,0.31689453125,4
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,7dfa440a-bbc4-404b-9c05-66d424d13fde,0.302001953125,5
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,37615fed-7e16-429e-b6fe-cd774227b368,0.291015625,6
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,2fe9c75a-e8e9-4bff-a87c-6d1f3289fe55,0.280517578125,7
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,111ad5f4-bc91-4322-adfd-cfa07ddead8c,0.27197265625,8
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,f7d4f91c-49ff-44cd-9f81-c6bef6ad2d37,0.271728515625,9
42,이란 콘트라 사건이 뭐야 이 사건이 미국 정치에 미친 영향은?,1c107690-0b05-4288-bca0-1eb32d17c7f6,0.269775390625,10
308,자기장이 얼마나 센지 표현하는 방식은?,59b15893-ea8a-44e3-b33f-04c3ce9b2e10,0.6083984375,1
308,자기장이 얼마나 센지 표현하는 방식은?,fe1c58ae-f039-4ab6-b4dc-f3ea59b10d94,0.60009765625,2
308,자기장이 얼마나 센지 표현하는 방식은?,ca19bae7-0abb-48d1-bb35-0c87e12bca49,0.52197265625,3
308,자기장이 얼마나 센지 표현하는 방식은?,1eb2e0a7-d4a3-4ff3-b57a-2c304b6d1f99,0.51806640625,4
308,자기장이 얼마나 센지 표현하는 방식은?,e098388d-e054-4be2-8ebe-ce680360009c,0.51220703125,5
308,자기장이 얼마나 센지 표현하는 방식은?,72c780ec-57bb-4fe1-976a-d7ee3d3dbb52,0.50537109375,6
308,자기장이 얼마나 센지 표현하는 방식은?,1dc70815-2d4d-4b09-a03e-54005e7863b9,0.5,7
308,자기장이 얼마나 센지 표현하는 방식은?,55187155-b988-4c66-bce7-895d185a74f4,0.49462890625,8
308,자기장이 얼마나 센지 표현하는 방식은?,0bab5a88-e5d7-47ce-8b7f-5434c92c6fa2,0.48974609375,9
308,자기장이 얼마나 센지 표현하는 방식은?,e70a2203-d2d4-4070-8102-8b47103cdd56,0.4814453125,10
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,3fe963b2-ae3e-4224-867e-16406c78ac1a,0.6181640625,1
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,ae28101b-a42e-45b7-b24b-4ea0f1fb2d50,0.60986328125,2
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,2a669d8e-5617-443c-9c4a-18c187157569,0.55859375,3
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,445774bb-9891-4829-95b3-12ea7dbc152b,0.51025390625,4
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,59f5f7c9-37a1-438b-8b3a-c2d7f019fea3,0.484130859375,5
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,fd6d054e-9da7-4803-829d-dc8b3ecfe444,0.465576171875,6
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,a0c16272-1880-43a2-917d-b4ed656eebfd,0.460693359375,7
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,a4fe496e-c46e-4632-acac-6ac2003c300f,0.4560546875,8
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,91bf52fa-5db5-419f-bc2d-b563deaf61da,0.453369140625,9
205,피를 맑게 하고 몸 속의 노폐물을 없애는 역할을 하는 기관은?,7a4b9a1f-cd73-4510-a6d6-31782b22b8af,0.452392578125,10
289,글리코겐의 분해는 인체에서 왜 필요한가?,1f442344-084b-44f8-838b-332be289083c,0.6826171875,1
289,글리코겐의 분해는 인체에서 왜 필요한가?,421aac6b-49ce-4697-a68f-850152f323d7,0.6494140625,2
289,글리코겐의 분해는 인체에서 왜 필요한가?,125c5959-225d-4f7d-83c2-306f2492f995,0.55078125,3
289,글리코겐의 분해는 인체에서 왜 필요한가?,ddf87e75-a5a0-4d8c-af9c-0d901f568260,0.52392578125,4
289,글리코겐의 분해는 인체에서 왜 필요한가?,094d83fb-bb1a-4272-aebe-cf4a344e905a,0.48828125,5
289,글리코겐의 분해는 인체에서 왜 필요한가?,f0083b14-3f4f-42cc-81ed-f29e81646233,0.47265625,6
289,글리코겐의 분해는 인체에서 왜 필요한가?,5122a7d7-7eca-42bb-bdf2-463eb1018096,0.47119140625,7
289,글리코겐의 분해는 인체에서 왜 필요한가?,5bbcc819-af8d-4cc0-8918-a3dab9646a16,0.46044921875,8
289,글리코겐의 분해는 인체에서 왜 필요한가?,32e5b6ab-c8e0-49a7-a9d3-249a60edac0e,0.44775390625,9
289,글리코겐의 분해는 인체에서 왜 필요한가?,6382146e-8065-454c-9796-abb43a0c038d,0.43896484375,10
268,빗방울이 점점 커지게 되는 요인은?,a35c09b4-e702-471c-9328-87108f9a1590,0.525390625,1
268,빗방울이 점점 커지게 되는 요인은?,d95cc26f-6301-4c24-8b57-cb96c7e5ae22,0.5048828125,2
268,빗방울이 점점 커지게 되는 요인은?,0bb52aae-bcc6-498c-aa5e-7be563846857,0.498779296875,3
268,빗방울이 점점 커지게 되는 요인은?,4e691fdd-25ed-40f8-b7a5-e3700c6f8505,0.49755859375,4
268,빗방울이 점점 커지게 되는 요인은?,2316bd71-20e9-4747-a4a6-348f53f4e9f7,0.486328125,5
268,빗방울이 점점 커지게 되는 요인은?,e3922bfb-5e6d-4e87-b2ae-9a92f51be3cb,0.478759765625,6
268,빗방울이 점점 커지게 되는 요인은?,8225bc7f-2a81-4802-9535-693d36998d5f,0.47314453125,7
268,빗방울이 점점 커지게 되는 요인은?,7c14c33c-f15c-41f6-ab5c-4d37c2eb3513,0.46337890625,8
268,빗방울이 점점 커지게 되는 요인은?,15e8c61c-4000-4aaf-8fcd-bd8a318ef308,0.45751953125,9
268,빗방울이 점점 커지게 되는 요인은?,0866119e-f254-4516-9ccc-40631b1f5a80,0.44482421875,10
18,기체의 부피나 형태가 왜 일정하지 않을까?,63846d07-8443-4bf8-8cd9-bc6cc7826555,0.8203125,1
18,기체의 부피나 형태가 왜 일정하지 않을까?,668b4633-ea27-4505-9499-f9b444fb949c,0.642578125,2
18,기체의 부피나 형태가 왜 일정하지 않을까?,00692f30-7659-49ba-9136-180f185b59d4,0.60498046875,3
18,기체의 부피나 형태가 왜 일정하지 않을까?,3a654339-b799-4af1-8a2f-4cfd3856281a,0.5830078125,4
18,기체의 부피나 형태가 왜 일정하지 않을까?,7e2b136f-a1b0-4922-8474-7be40b80ec79,0.58251953125,5
18,기체의 부피나 형태가 왜 일정하지 않을까?,39600cb8-4c55-47af-abc9-4094dd243c82,0.56787109375,6
18,기체의 부피나 형태가 왜 일정하지 않을까?,58193cd2-1d00-4662-a780-e02c74258a23,0.5654296875,7
18,기체의 부피나 형태가 왜 일정하지 않을까?,7eb6cf8d-c083-4eaf-9275-40551b7a1ab2,0.5595703125,8
18,기체의 부피나 형태가 왜 일정하지 않을까?,7c2508af-19bf-4661-a2d8-fe295f173d13,0.55078125,9
18,기체의 부피나 형태가 왜 일정하지 않을까?,c8a57a71-ee5c-4c7e-b34a-0ca8da1bb42a,0.5498046875,10
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,e39256ff-1053-4176-a667-713a01d679b1,0.775390625,1
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,bfbba89d-fdaa-400d-8848-ca1ff8d51cd7,0.64306640625,2
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,94cd01c5-d04f-4998-937d-3160ab46a1f1,0.64306640625,3
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,74c6a019-b636-401b-8372-e43b88366e35,0.62890625,4
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,4534c0e3-946a-4b02-bdf9-e18ce1f1633a,0.62353515625,5
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,109ec965-2713-42bf-b9fc-78e7ade6f47c,0.6171875,6
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,d40f36d6-e229-45b0-8258-394c118b97b2,0.6142578125,7
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,138b9d98-7390-49da-90a1-8b7f8dc87021,0.60595703125,8
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,019371e6-cffc-48b1-906c-2a11c4dde00f,0.603515625,9
9,식물이 빛을 에너지로 변환하는 과정에 대해 설명해줘.,2af679ba-eb82-46b4-b3af-a8e16cdef236,0.60009765625,10
101,직류와 교류 전류의 차이에 대해 알려줘.,144f5e5e-8069-425f-80b3-6388195ba4ee,0.7392578125,1
101,직류와 교류 전류의 차이에 대해 알려줘.,785aec2e-3be5-4c54-bc2a-68714ab88d30,0.47509765625,2
101,직류와 교류 전류의 차이에 대해 알려줘.,20c1297e-dcfa-480f-9b3e-67e141612304,0.435546875,3
101,직류와 교류 전류의 차이에 대해 알려줘.,dbe8518e-42c7-4178-9b63-cc08a0ca61f9,0.4169921875,4
101,직류와 교류 전류의 차이에 대해 알려줘.,cd4f6a9d-354f-4488-bc1e-6e8dc4f7605b,0.400390625,5
101,직류와 교류 전류의 차이에 대해 알려줘.,2dbe3a3e-2bc5-466c-8200-a62a5f3997bc,0.3994140625,6
101,직류와 교류 전류의 차이에 대해 알려줘.,a8c03237-eaff-4f54-8433-2548d78b821e,0.39599609375,7
101,직류와 교류 전류의 차이에 대해 알려줘.,07ba99c0-c36a-464c-a896-8466cc84c501,0.39404296875,8
101,직류와 교류 전류의 차이에 대해 알려줘.,05d13992-e0c5-496e-ad15-5382a03d6b77,0.3935546875,9
101,직류와 교류 전류의 차이에 대해 알려줘.,de7c0ca2-10d2-4ff1-820a-888a91028edd,0.392578125,10
236,기름과 물이 섞여 있을 수 있나?,6acde723-5e70-4789-9fa2-dbee23d5a250,0.7021484375,1
236,기름과 물이 섞여 있을 수 있나?,e0cc986d-d94d-459a-9825-04a8619e0e9f,0.556640625,2
236,기름과 물이 섞여 있을 수 있나?,65befcb3-90e9-4213-acf1-01a4c92020e3,0.515625,3
236,기름과 물이 섞여 있을 수 있나?,24eb3ab3-7955-412b-8890-cd60c3dc1a25,0.495361328125,4
236,기름과 물이 섞여 있을 수 있나?,d65f024b-b505-4786-a1e7-bc04fe3bc849,0.48974609375,5
236,기름과 물이 섞여 있을 수 있나?,17919183-4177-4edb-a6d5-f2dc9456dbb7,0.484619140625,6
236,기름과 물이 섞여 있을 수 있나?,ab2900e8-f526-4c4a-be37-5cd1e10e99a1,0.482666015625,7
236,기름과 물이 섞여 있을 수 있나?,778661ac-836f-4d41-87ce-74ada9cdb276,0.4775390625,8
236,기름과 물이 섞여 있을 수 있나?,9aee3bd0-0ce5-4438-9406-911ca886e16e,0.47607421875,9
236,기름과 물이 섞여 있을 수 있나?,639736f7-65fe-4edb-bdd9-cbf236adc7f0,0.46337890625,10
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,82b095fd-2fb6-48ae-8476-2f457f8b6650,0.6005859375,1
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,652a263b-448e-4b79-81b3-99750ee3059d,0.49462890625,2
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,a987f447-c7a7-4baf-98dc-ba35fcf26217,0.491455078125,3
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,42fc1b55-8050-4020-b5fb-a2adeb7f8747,0.48974609375,4
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,8869eaec-af8e-472d-b0af-35043a9c6823,0.487060546875,5
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,1d76436a-5348-4a72-82fa-cc19f563a3f0,0.48046875,6
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,b46647bf-99d5-4a96-97f3-656d33cbe1ff,0.479248046875,7
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,bf529b60-26c1-4400-985d-984229ca7c77,0.46728515625,8
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,4c2505b4-f495-4621-9ba8-5921f60ce93d,0.466796875,9
59,인간이 2세를 생산할 때 DNA의 결합 과정에 대히 설명해줘.,6a93241c-cda4-4139-a197-4352f8407db8,0.466552734375,10
25,금성에서 달이 어떻게 보일까?,35c5dcc7-4720-4318-901e-770105ae63fd,0.70263671875,1
25,금성에서 달이 어떻게 보일까?,464ace62-ddf2-423d-a5d7-2f17e6785c8e,0.63818359375,2
25,금성에서 달이 어떻게 보일까?,bb6d04b6-a6cf-4a9f-8324-4e06e6e81c86,0.5859375,3
25,금성에서 달이 어떻게 보일까?,016f3795-7d89-494a-9829-a847e2aab4b9,0.5625,4
25,금성에서 달이 어떻게 보일까?,3eff8a03-46a4-4e9e-8473-1e7f08b81a33,0.556640625,5
25,금성에서 달이 어떻게 보일까?,a4e3a126-3eb3-4b06-8f4d-082c698fa366,0.55517578125,6
25,금성에서 달이 어떻게 보일까?,da6c8a3f-45a9-4025-a63a-47c05ba2b336,0.529296875,7
25,금성에서 달이 어떻게 보일까?,553989d9-ee23-4203-b244-a941b6fa8d99,0.505859375,8
25,금성에서 달이 어떻게 보일까?,cefe7caf-6cd1-422a-b41e-e82b543556e9,0.5,9
25,금성에서 달이 어떻게 보일까?,216216fc-e951-46e4-a111-152ac20a588e,0.49658203125,10
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,59d5d7bb-6700-40ad-8884-ff43b1a9a1a0,0.53271484375,1
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,cdc1554f-e985-4e17-926d-80d582297af2,0.485595703125,2
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,8f2dd12f-054c-46e5-84d1-70998130811f,0.483154296875,3
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,b0f3aa6c-8e92-4044-8e53-571e38d9451c,0.481201171875,4
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,a1ecbcec-293e-4a64-a7aa-5acb5570b585,0.463623046875,5
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,3af81197-2d9d-424d-88d7-0fb20cd761be,0.459228515625,6
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,59db131d-7d7c-426f-9a58-b224db77bfd5,0.452392578125,7
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,abf99ff1-d6bf-4020-b752-da7cb8611915,0.444091796875,8
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,de568218-deb0-4a58-bdeb-245251fd0e8b,0.432861328125,9
5,차량의 연비가 좋아질때 나타나는 긍정적인 효과는?,84f3f0e3-7ff2-4090-9961-aa7bbe8ca412,0.4296875,10
104,혼합물의 특성에 대해 알려줘.,778661ac-836f-4d41-87ce-74ada9cdb276,0.70947265625,1
104,혼합물의 특성에 대해 알려줘.,73089763-06d2-4395-b235-aa3e6a399531,0.62939453125,2
104,혼합물의 특성에 대해 알려줘.,691a4291-39ab-427f-9e4e-6061251d0987,0.55126953125,3
104,혼합물의 특성에 대해 알려줘.,3549df30-3ce1-4d57-bfcd-0c465229c81d,0.52392578125,4
104,혼합물의 특성에 대해 알려줘.,24eb3ab3-7955-412b-8890-cd60c3dc1a25,0.5185546875,5
104,혼합물의 특성에 대해 알려줘.,073b6298-0399-43d7-babd-1fb0220fcc8e,0.5029296875,6
104,혼합물의 특성에 대해 알려줘.,0598d1c1-f304-47c2-927c-6076838a69e8,0.50048828125,7
104,혼합물의 특성에 대해 알려줘.,c528c66d-07cc-4fc1-976d-631b76dddc58,0.49462890625,8
104,혼합물의 특성에 대해 알려줘.,a01ee235-5540-464f-be54-c3a850fa08c9,0.4794921875,9
104,혼합물의 특성에 대해 알려줘.,639736f7-65fe-4edb-bdd9-cbf236adc7f0,0.4736328125,10
276,요새 너무 힘들다.,41ca41ac-66e3-4a6b-a604-87bf8b3a8d4d,0.3515625,1
276,요새 너무 힘들다.,7a3e9dc2-2572-4954-82b4-1786e9e48f1f,0.336181640625,2
276,요새 너무 힘들다.,d4e7a0f1-65aa-4d09-9329-f09dec341115,0.32470703125,3
276,요새 너무 힘들다.,446d2996-bc82-4216-9965-15c3f8b63ada,0.32421875,4
